Date,Rolling variance
2018-07-09,72405.40752792866
2018-07-10,70421.22196790726
2018-07-11,64343.52259594534
2018-07-12,65775.98108907318
2018-07-13,67030.26270095554
2018-07-14,66268.25788180958
2018-07-15,66480.05192450233
2018-07-16,69183.29111472581
2018-07-17,94794.09626399285
2018-07-18,119804.77078916407
2018-07-19,149298.09753686606
2018-07-20,170781.34894334982
2018-07-21,195861.36855157188
2018-07-22,211531.35055658326
2018-07-23,244412.65432178235
2018-07-24,338567.96383059333
2018-07-25,398974.58001844253
2018-07-26,424278.5726580311
2018-07-27,461874.27988036355
2018-07-28,475545.72429349314
2018-07-29,501164.08308581944
2018-07-30,525254.9077610505
2018-07-31,518971.66883300245
2018-08-01,514161.89577182935
2018-08-02,501688.650231343
2018-08-03,487955.5408352253
2018-08-04,476050.8724557072
2018-08-05,464702.99738075625
2018-08-06,462142.316658787
2018-08-07,462906.1013717184
2018-08-08,485924.00888245297
2018-08-09,472169.8166057335
2018-08-10,486606.70867745765
2018-08-11,481890.52356431005
2018-08-12,476016.4138070174
2018-08-13,474534.7456931532
2018-08-14,485635.7686111432
2018-08-15,508077.78255917766
2018-08-16,536967.4477682054
2018-08-17,550442.8805853677
2018-08-18,568220.7465825948
2018-08-19,581720.6022619066
2018-08-20,601971.782903182
2018-08-21,610989.406604538
2018-08-22,612150.5830182832
2018-08-23,550025.2465959401
2018-08-24,499255.740843429
2018-08-25,461997.8338659396
2018-08-26,403944.1983921213
2018-08-27,338496.71374209767
2018-08-28,269984.3169132733
2018-08-29,201257.49986439903
2018-08-30,163797.99113365356
2018-08-31,137382.21962782805
2018-09-01,118890.22181738018
2018-09-02,111092.05566935861
2018-09-03,118789.24962598504
2018-09-04,129933.30016807698
2018-09-05,127673.00842503103
2018-09-06,127960.61353693464
2018-09-07,124932.21871082713
2018-09-08,131036.08158602084
2018-09-09,127758.63409856998
2018-09-10,126958.05210995782
2018-09-11,126992.26853367743
2018-09-12,125753.67577669275
2018-09-13,119104.95598062497
2018-09-14,115441.67377422864
2018-09-15,112010.31564354882
2018-09-16,112584.17571608831
2018-09-17,115770.96556412522
2018-09-18,117939.43699839582
2018-09-19,115967.21142886418
2018-09-20,115606.84875791722
2018-09-21,112545.32107300275
2018-09-22,111765.86954021621
2018-09-23,111750.75112309185
2018-09-24,111861.22319522157
2018-09-25,113746.81334472561
2018-09-26,113237.43194372545
2018-09-27,106607.79024212465
2018-09-28,100993.81532229952
2018-09-29,96857.05679343916
2018-09-30,90775.41297860838
2018-10-01,78668.65719335461
2018-10-02,62072.73416888379
2018-10-03,44975.703860970556
2018-10-04,21110.43342091835
2018-10-05,18816.673121372245
2018-10-06,19013.18413153712
2018-10-07,19211.853577030884
2018-10-08,16740.381060950403
2018-10-09,15226.435014678616
2018-10-10,13668.093866777566
2018-10-11,14834.685824129636
2018-10-12,16078.513272246875
2018-10-13,18311.279664574802
2018-10-14,20333.859993364567
2018-10-15,20475.930614641347
2018-10-16,20602.169916924926
2018-10-17,18308.595367175552
2018-10-18,17426.816483224564
2018-10-19,16890.94806232082
2018-10-20,16984.171495618994
2018-10-21,15858.972715304646
2018-10-22,14747.491824751227
2018-10-23,13693.293486408267
2018-10-24,13534.728703027067
2018-10-25,13411.354319422675
2018-10-26,13462.54614569164
2018-10-27,12641.253169431911
2018-10-28,12062.062186370838
2018-10-29,12760.573586106306
2018-10-30,13074.808656989924
2018-10-31,13685.497603236365
2018-11-01,13829.67168027161
2018-11-02,14052.255854857673
2018-11-03,14042.167841919161
2018-11-04,13384.575985187184
2018-11-05,12799.509066786595
2018-11-06,11982.38608322462
2018-11-07,10743.980681929183
2018-11-08,9320.46478313132
2018-11-09,8587.925485586517
2018-11-10,7544.185615439432
2018-11-11,6662.1822126560555
2018-11-12,6006.0754572535
2018-11-13,5450.309601484174
2018-11-14,20965.522629936666
2018-11-15,39104.334197582066
2018-11-16,59654.399631917106
2018-11-17,80041.89923137288
2018-11-18,95261.54129469224
2018-11-19,160558.43801544717
2018-11-20,263861.6380794607
2018-11-21,341197.3022018992
2018-11-22,436085.63083384046
2018-11-23,522113.0208636174
2018-11-24,655363.3213050055
2018-11-25,756713.8882066662
2018-11-26,872725.6109154422
2018-11-27,966389.6814723703
2018-11-28,1007751.371885855
2018-11-29,1037324.9333479179
2018-11-30,1080975.890144745
2018-12-01,1091712.7436559491
2018-12-02,1096444.2771583775
2018-12-03,1111481.9177531204
2018-12-04,1106163.6750814412
2018-12-05,1099372.7373708407
2018-12-06,1092358.7073919068
2018-12-07,1066745.1831045006
2018-12-08,1023466.3169791288
2018-12-09,958179.976320373
2018-12-10,879557.5979713511
2018-12-11,786365.7450698338
2018-12-12,674679.5348551113
2018-12-13,555414.7285987964
2018-12-14,501371.31080671004
2018-12-15,443544.9571319712
2018-12-16,379721.14739193144
2018-12-17,295708.7737822304
2018-12-18,191781.16004848143
2018-12-19,154395.52335523284
2018-12-20,143666.1461003225
2018-12-21,121117.005306414
2018-12-22,110887.11162093066
2018-12-23,100891.20189901785
2018-12-24,103967.67519093987
2018-12-25,101842.1472555112
2018-12-26,102197.39105718571
2018-12-27,102347.00715504868
2018-12-28,94339.80644955437
2018-12-29,84213.21961635497
2018-12-30,81891.92153385257
2018-12-31,73106.5994418343
2019-01-01,67062.47769342722
2019-01-02,67833.64261042481
2019-01-03,66125.48326328743
2019-01-04,66951.3516251166
2019-01-05,66629.8232078714
2019-01-06,68188.00178291499
2019-01-07,68820.62026297663
2019-01-08,70902.77633135868
2019-01-09,71016.00591802015
2019-01-10,67029.87540801457
2019-01-11,64273.38570067911
2019-01-12,56883.76515571277
2019-01-13,48127.009356932474
2019-01-14,36854.960959722455
2019-01-15,26639.078938564424
2019-01-16,24821.3987643071
2019-01-17,25009.789093641284
2019-01-18,25859.272287832613
2019-01-19,23114.783152850472
2019-01-20,24602.379753318077
2019-01-21,25038.449632931817
2019-01-22,24872.09658360804
2019-01-23,23136.549516075964
2019-01-24,24037.754074267297
2019-01-25,24617.85972635077
2019-01-26,25077.954428593745
2019-01-27,24973.57131152929
2019-01-28,27207.558212082313
2019-01-29,29171.67805255892
2019-01-30,30932.18680816822
2019-01-31,32331.31840854091
2019-02-01,31500.625923829655
2019-02-02,31445.72618582336
2019-02-03,31545.937818010632
2019-02-04,31529.59583194716
2019-02-05,25782.918531949428
2019-02-06,21358.52362853986
2019-02-07,16077.543793396682
2019-02-08,9118.311731530548
2019-02-09,9062.869354822815
2019-02-10,9085.82429698822
2019-02-11,9011.112236562056
2019-02-12,9226.727352247191
2019-02-13,8734.557060956271
2019-02-14,8684.476365972632
2019-02-15,8525.116119121438
2019-02-16,8238.436645602358
2019-02-17,8345.925377962109
2019-02-18,11577.0830884497
2019-02-19,16192.475648104726
2019-02-20,21874.619161197224
2019-02-21,26043.753459046624
2019-02-22,31149.274741522742
2019-02-23,39981.334863249285
2019-02-24,40813.68886719513
2019-02-25,42487.21142037114
2019-02-26,43494.151372081105
2019-02-27,43093.48016080277
2019-02-28,42036.601838373535
2019-03-01,41283.27553449734
2019-03-02,39768.047042560436
2019-03-03,38273.15204480213
2019-03-04,36671.16340325708
2019-03-05,34616.22014746733
2019-03-06,32095.30722074941
2019-03-07,29343.485765906138
2019-03-08,24750.394060199935
2019-03-09,19686.30214537588
2019-03-10,19360.678264571696
2019-03-11,18615.041361860785
2019-03-12,17976.373641438862
2019-03-13,16687.70321199732
2019-03-14,15384.141644504643
2019-03-15,13745.801024351877
2019-03-16,12298.164337717482
2019-03-17,10280.863052815866
2019-03-18,8124.146085635362
2019-03-19,6764.322802562564
2019-03-20,7593.222870444867
2019-03-21,7890.150882102676
2019-03-22,8013.833554444274
2019-03-23,8327.038133541013
2019-03-24,8410.61047736847
2019-03-25,6993.74334967212
2019-03-26,6506.1331297825955
2019-03-27,7074.532765525956
2019-03-28,7225.506469290037
2019-03-29,7489.395247153612
2019-03-30,7718.04131584141
2019-03-31,7830.594626971071
2019-04-01,8366.488207005934
2019-04-02,33761.76924578566
2019-04-03,60742.41569224813
2019-04-04,83955.88035394723
2019-04-05,111506.34723683058
2019-04-06,137640.0414661629
2019-04-07,169286.2949553726
2019-04-08,204631.92310969654
2019-04-09,230141.3284226652
2019-04-10,258251.95808510948
2019-04-11,267510.8125344028
2019-04-12,274733.3894790403
2019-04-13,279716.4636224615
2019-04-14,286027.47182745964
2019-04-15,288298.92372257035
2019-04-16,293947.7022615561
2019-04-17,297228.04094206967
2019-04-18,300680.61082979996
2019-04-19,301597.0534569563
2019-04-20,297698.9473864851
2019-04-21,288721.07965222676
2019-04-22,279622.142229364
2019-04-23,272603.31910934154
2019-04-24,251908.0636518156
2019-04-25,221361.85021731004
2019-04-26,195351.56293044097
2019-04-27,164694.52768006708
2019-04-28,132987.5020774847
2019-04-29,98299.37678880715
2019-04-30,61399.30722958629
2019-05-01,25456.781204198294
2019-05-02,23826.591740716853
2019-05-03,30221.70606165829
2019-05-04,36143.93511321503
2019-05-05,41690.40421929087
2019-05-06,44958.274363013996
2019-05-07,51825.36603232341
2019-05-08,64138.98165162123
2019-05-09,83108.18384371347
2019-05-10,113058.34080044123
2019-05-11,207761.8712179847
2019-05-12,268904.77872279694
2019-05-13,422439.8939062522
2019-05-14,588509.5615373249
2019-05-15,763275.4003118078
2019-05-16,879331.1847645587
2019-05-17,921724.1551219787
2019-05-18,950700.4914730701
2019-05-19,1070011.0349723045
2019-05-20,1145203.5931024647
2019-05-21,1201029.5205733038
2019-05-22,1220569.5471005202
2019-05-23,1258017.4520889476
2019-05-24,1284738.0126161652
2019-05-25,1278779.2278001779
2019-05-26,1328029.850497721
2019-05-27,1366002.7126921036
2019-05-28,1367177.5976210511
2019-05-29,1329929.5973097081
2019-05-30,1251522.9329433343
2019-05-31,1178943.8010463088
2019-06-01,1096761.0419157324
2019-06-02,1041540.4280421352
2019-06-03,944144.07762473
2019-06-04,821012.1375004675
2019-06-05,682544.6631069465
2019-06-06,545945.0332824383
2019-06-07,421659.83186534356
2019-06-08,312787.2275127626
2019-06-09,225255.93953006619
2019-06-10,201366.0751673659
2019-06-11,160707.30204962703
2019-06-12,158237.66197617288
2019-06-13,158476.1385645603
2019-06-14,169913.09291666924
2019-06-15,184870.74530512287
2019-06-16,183916.8131790806
2019-06-17,191907.9202293108
2019-06-18,213345.47077231822
2019-06-19,240274.5159204415
2019-06-20,280518.99573070294
2019-06-21,360925.87220883794
2019-06-22,509592.89543790946
2019-06-23,667682.8873546843
2019-06-24,833487.0857298013
2019-06-25,1136997.3140336268
2019-06-26,1708569.799410083
2019-06-27,1861018.9923426972
2019-06-28,2216691.6865147753
2019-06-29,2432309.675870653
2019-06-30,2481386.0434868108
2019-07-01,2498656.2623484293
2019-07-02,2534833.186826617
2019-07-03,2656656.9367650757
2019-07-04,2590432.00378782
2019-07-05,2493618.7433581497
2019-07-06,2390826.6374963736
2019-07-07,2315350.0393676804
2019-07-08,2292176.6254373332
2019-07-09,2217949.517404428
2019-07-10,2096555.929058858
2019-07-11,1863440.6887201085
2019-07-12,1669602.7036813782
2019-07-13,1440899.06594493
2019-07-14,1283127.0145043898
2019-07-15,1122432.2139676502
2019-07-16,1062257.650731024
2019-07-17,1022358.3988152957
2019-07-18,889595.5241486641
2019-07-19,782591.6238764116
2019-07-20,694448.5137138308
2019-07-21,668295.2238114175
2019-07-22,685243.0689278741
2019-07-23,738421.6211435655
2019-07-24,799490.0892564926
2019-07-25,831531.2763670537
2019-07-26,738587.4602664452
2019-07-27,809589.5003197102
2019-07-28,785560.098999165
2019-07-29,790697.9697140844
2019-07-30,832134.6705654116
2019-07-31,844010.3292769253
2019-08-01,845807.8922181362
2019-08-02,785599.5417179003
2019-08-03,774346.5284837247
2019-08-04,774131.4380596667
2019-08-05,811186.5426677777
2019-08-06,812782.2429895035
2019-08-07,777159.7632887289
2019-08-08,707053.5120681018
2019-08-09,678137.0691304307
2019-08-10,677887.6574510024
2019-08-11,655741.5593686304
2019-08-12,655188.8291830925
2019-08-13,655139.7087992695
2019-08-14,660971.6963825152
2019-08-15,621927.0163591285
2019-08-16,595424.7853047939
2019-08-17,600033.9119005883
2019-08-18,602001.0237411559
2019-08-19,604565.2330391682
2019-08-20,605516.4457125332
2019-08-21,610549.1379754801
2019-08-22,601322.3739227761
2019-08-23,580740.6087689734
2019-08-24,570665.06719621
2019-08-25,559031.8443741726
2019-08-26,514163.74096657796
2019-08-27,478870.14144085225
2019-08-28,461738.949620946
2019-08-29,469356.3074436599
2019-08-30,497703.4284825816
2019-08-31,532123.9766831737
2019-09-01,558370.6709724045
2019-09-02,559480.0532138345
2019-09-03,554879.3781948268
2019-09-04,502956.6318157597
2019-09-05,472850.5251000462
2019-09-06,402080.0727447382
2019-09-07,323050.4533410408
2019-09-08,249626.04687681978
2019-09-09,215754.7784711379
2019-09-10,167442.49131872298
2019-09-11,125757.2116342991
2019-09-12,112272.34761172615
2019-09-13,111391.96995051403
2019-09-14,111653.0797151692
2019-09-15,111456.02283564639
2019-09-16,111456.79808995622
2019-09-17,111164.71535864803
2019-09-18,95430.98130326731
2019-09-19,85297.78659622057
2019-09-20,85142.42202328502
2019-09-21,86179.09812881814
2019-09-22,85334.82188759714
2019-09-23,92624.99088283085
2019-09-24,174080.54625649768
2019-09-25,261390.20198588708
2019-09-26,387215.56363664323
2019-09-27,487989.66768763575
2019-09-28,579667.007912
2019-09-29,686033.6004693394
2019-09-30,766617.6568480474
2019-10-01,838802.7862939639
2019-10-02,887908.2333853274
2019-10-03,923871.4651912207
2019-10-04,954012.8665296563
2019-10-05,977328.1591710444
2019-10-06,1018503.670713222
2019-10-07,1012933.5089660853
2019-10-08,1003186.1787250879
2019-10-09,971991.4187640294
2019-10-10,950850.8648445561
2019-10-11,930915.6796896212
2019-10-12,881654.4916934767
2019-10-13,828139.9006308916
2019-10-14,763427.7653147517
2019-10-15,696640.7567501895
2019-10-16,633527.3936295223
2019-10-17,560750.7082230115
2019-10-18,487161.0205686664
2019-10-19,393474.78652849473
2019-10-20,293284.5393720928
2019-10-21,203445.26421682324
2019-10-22,101930.31316501863
2019-10-23,47452.44585770358
2019-10-24,59313.333150189814
2019-10-25,63867.05395765118
2019-10-26,100099.43854912136
2019-10-27,158007.0169265574
2019-10-28,189826.37305501808
2019-10-29,229322.9750413798
2019-10-30,253177.25546029012
2019-10-31,275115.57924155676
2019-11-01,298965.6227243666
2019-11-02,323304.2614574712
2019-11-03,339267.0235771009
2019-11-04,360843.3567486021
2019-11-05,369041.8755124425
2019-11-06,383234.3550034483
2019-11-07,389935.8137300281
2019-11-08,390294.7166250046
2019-11-09,390566.14542213554
2019-11-10,390056.4956641433
2019-11-11,385094.93160326424
2019-11-12,379469.71313105937
2019-11-13,374768.4451491501
2019-11-14,364104.7251519345
2019-11-15,348461.6854874884
2019-11-16,334051.2781503175
2019-11-17,311658.9954866312
2019-11-18,296640.7772788982
2019-11-19,297320.7867304508
2019-11-20,307674.8243068098
2019-11-21,336437.61276614125
2019-11-22,357520.87746766704
2019-11-23,366472.84409288684
2019-11-24,468726.9813936898
2019-11-25,543449.7137497051
2019-11-26,584141.4026427004
2019-11-27,605117.6961745475
2019-11-28,613707.6563026607
2019-11-29,610569.0296090782
2019-11-30,612382.3161926409
2019-12-01,612415.3018569882
2019-12-02,606284.6696950048
2019-12-03,597820.4426252564
2019-12-04,570018.1716143317
2019-12-05,528572.6873521381
2019-12-06,473833.17483815446
2019-12-07,420215.9845514436
2019-12-08,396585.2308106681
2019-12-09,372905.15906999423
2019-12-10,329290.482058353
2019-12-11,304656.6847645348
2019-12-12,269349.7184708502
2019-12-13,228287.03405329728
2019-12-14,193732.3743257745
2019-12-15,168702.18465101966
2019-12-16,141952.03425474506
2019-12-17,119695.03650149565
2019-12-18,91221.99004153533
2019-12-19,67333.02563282874
2019-12-20,50941.33565161719
2019-12-21,47549.53328556099
2019-12-22,49032.04607204403
2019-12-23,48829.26848995287
2019-12-24,46449.86440783166
2019-12-25,45498.2838384385
2019-12-26,45368.44306003511
2019-12-27,43794.40283500002
2019-12-28,42987.808199013394
2019-12-29,36214.65930013795
2019-12-30,33549.90181956245
2019-12-31,33140.001870947584
2020-01-01,33276.31194351065
2020-01-02,35974.27516684651
2020-01-03,36184.25120935781
2020-01-04,35761.2787593645
2020-01-05,33745.201957612575
2020-01-06,39587.36752776706
2020-01-07,63788.27159656244
2020-01-08,84417.02195151754
2020-01-09,95086.26779581778
2020-01-10,117668.44710105854
2020-01-11,132147.3402278998
2020-01-12,152920.86530045146
2020-01-13,166799.32052799835
2020-01-14,225506.07099367224
2020-01-15,267988.5033648295
2020-01-16,278771.9177445224
2020-01-17,328175.5945314892
2020-01-18,369807.00048427674
2020-01-19,388563.9844082472
2020-01-20,398221.33173179894
2020-01-21,419912.4110575558
2020-01-22,429204.4191197051
2020-01-23,422310.6592433794
2020-01-24,411494.4754563688
2020-01-25,393648.65550618304
2020-01-26,381954.33012858906
2020-01-27,381116.9491759963
2020-01-28,409193.7412432904
2020-01-29,417356.809223948
2020-01-30,422571.63990689727
2020-01-31,405114.32278186904
2020-02-01,358650.112001751
2020-02-02,331367.0194578517
2020-02-03,298242.2118110942
2020-02-04,252851.49782105154
2020-02-05,248149.569972437
2020-02-06,265605.55608833866
2020-02-07,277212.3028448124
2020-02-08,273180.0848975754
2020-02-09,296645.6805581673
2020-02-10,286247.8073113946
2020-02-11,301052.3621086815
2020-02-12,311780.19733942254
2020-02-13,340255.26758141204
2020-02-14,370156.32116512046
2020-02-15,369400.0743667391
2020-02-16,374915.1271514916
2020-02-17,371568.4469907121
2020-02-18,372194.9264749498
2020-02-19,351167.93814903166
2020-02-20,332640.9513310515
2020-02-21,309332.5648167207
2020-02-22,264039.2905389845
2020-02-23,221392.3554784833
2020-02-24,164786.7534380427
2020-02-25,128128.5272847721
2020-02-26,133231.53557030731
2020-02-27,157430.55357827598
2020-02-28,187102.23730421893
2020-02-29,223625.21790184575
2020-03-01,259048.1726502889
2020-03-02,275470.34251113614
2020-03-03,294751.8193257418
2020-03-04,314269.5141036835
2020-03-05,317156.5766046733
2020-03-06,322627.49897684634
2020-03-07,333249.7053729711
2020-03-08,393070.9749267319
2020-03-09,461501.89654208865
2020-03-10,510681.6896087489
2020-03-11,562074.5064521735
2020-03-12,1124791.8998288931
2020-03-13,1465008.947670347
2020-03-14,1848990.076245752
2020-03-15,2120436.5190713783
2020-03-16,2469094.0280143362
2020-03-17,2712404.7851477913
2020-03-18,2931091.4960445496
2020-03-19,2895658.5567048606
2020-03-20,2895037.468118415
2020-03-21,2871991.8236487154
2020-03-22,2850579.461513391
2020-03-23,2743030.036179519
2020-03-24,2550000.409856028
2020-03-25,2382892.0542324143
2020-03-26,2242976.9646549346
2020-03-27,2166488.100340991
2020-03-28,2092578.8394496047
2020-03-29,2036876.7177544986
2020-03-30,1948131.9993385077
2020-03-31,1852850.923684692
2020-04-01,1702828.3862198272
2020-04-02,1553646.3535436795
2020-04-03,1399527.5397179874
2020-04-04,1185318.1211696963
2020-04-05,949915.0416115823
2020-04-06,761891.8235728649
2020-04-07,681027.6038999868
2020-04-08,629373.4687970955
2020-04-09,576260.0722976642
2020-04-10,498532.7668514607
2020-04-11,445137.1562254466
2020-04-12,434219.45199066965
2020-04-13,387936.35681701446
2020-04-14,351437.68693425076
2020-04-15,272264.107897926
2020-04-16,217347.61233871392
2020-04-17,154896.26232385324
2020-04-18,156436.23828857875
2020-04-19,153452.35387446487
2020-04-20,142283.35606544255
2020-04-21,110438.83906776266
2020-04-22,107662.36178098987
2020-04-23,118915.28152117747
2020-04-24,133458.87087436896
2020-04-25,147639.9890105252
2020-04-26,159171.04339144204
2020-04-27,163047.16478116394
2020-04-28,140235.51560062834
2020-04-29,222733.44505730303
2020-04-30,278019.94328393776
2020-05-01,351780.07307906315
2020-05-02,435761.8362699219
2020-05-03,496423.3619922361
2020-05-04,554386.478760857
2020-05-05,607323.2307136132
2020-05-06,696848.6577725678
2020-05-07,862245.0635995963
2020-05-08,1000744.9137856021
2020-05-09,1092442.4906046572
2020-05-10,1075934.815071751
2020-05-11,1043764.7318118804
2020-05-12,1022279.5841842854
2020-05-13,1010377.663065388
2020-05-14,1024493.27762701
2020-05-15,964271.7712164914
2020-05-16,941549.6802171558
2020-05-17,925605.8642387714
2020-05-18,914504.999740765
2020-05-19,882705.5653596702
2020-05-20,787143.2902022841
2020-05-21,661615.683281423
2020-05-22,557768.3208750001
2020-05-23,481243.1162806142
2020-05-24,410916.4920099379
2020-05-25,337348.2353886019
2020-05-26,271990.7617273852
2020-05-27,211618.39091685408
2020-05-28,151700.3909363562
2020-05-29,147690.9954751105
2020-05-30,143400.92896465887
2020-05-31,139141.3293677818
2020-06-01,162052.82768675257
2020-06-02,157141.41671574258
2020-06-03,153830.9414289967
2020-06-04,155313.89141790126
2020-06-05,157293.61134956012
2020-06-06,148951.00954444098
2020-06-07,146577.22339615022
2020-06-08,150141.8559144278
2020-06-09,140403.88126370215
2020-06-10,121646.62879864237
2020-06-11,106768.94491873196
2020-06-12,105069.43198591928
2020-06-13,103055.23394563158
2020-06-14,102527.23159948118
2020-06-15,102138.41595312847
2020-06-16,101085.86127002428
2020-06-17,99041.41595284207
2020-06-18,96924.6034472554
2020-06-19,97880.1925202268
2020-06-20,93427.13935624422
2020-06-21,91525.17706692236
2020-06-22,89971.58436464582
2020-06-23,73095.16667105883
2020-06-24,61537.93559805878
2020-06-25,47123.09852088551
2020-06-26,47586.42189660103
2020-06-27,55844.24651404093
2020-06-28,60543.4467986407
2020-06-29,62752.28011849652
2020-06-30,67098.86387190134
2020-07-01,52579.64484281499
2020-07-02,56070.39569604426
2020-07-03,58539.754941359155
2020-07-04,56129.99114130392
2020-07-05,57090.11963964674
2020-07-06,54484.52708992985
2020-07-07,49597.98077390589
2020-07-08,43719.859191371506
2020-07-09,36591.223987667654
2020-07-10,26162.11351032558
2020-07-11,26310.517976356965
2020-07-12,25240.22996816141
2020-07-13,24217.922723315478
2020-07-14,23962.496697265862
2020-07-15,23264.384933187943
2020-07-16,21482.434326247665
2020-07-17,20198.39660817306
2020-07-18,19572.04158672582
2020-07-19,19619.12217538013
2020-07-20,19512.53289435553
2020-07-21,20012.71621471112
2020-07-22,17031.53121774747
2020-07-23,15786.32079369668
2020-07-24,18690.461189797286
2020-07-25,25051.66246752654
2020-07-26,38747.490842715226
2020-07-27,133585.71894878068
2020-07-28,213507.05788109478
2020-07-29,307163.43331686547
2020-07-30,392267.2674428878
2020-07-31,494692.6441142918
2020-08-01,639339.5978053202
2020-08-02,686512.3607696105
2020-08-03,744653.5501873018
2020-08-04,785609.6827701603
2020-08-05,887803.2888761106
2020-08-06,974601.5470876871
2020-08-07,1037320.8605610353
2020-08-08,1095739.8670997815
2020-08-09,1132463.0940584568
2020-08-10,1172520.2748430497
2020-08-11,1161475.0502279045
2020-08-12,1148738.9068841592
2020-08-13,1138076.5928882705
2020-08-14,1106284.809792708
2020-08-15,1059281.8041027694
2020-08-16,999264.6651175417
2020-08-17,950144.0470539073
2020-08-18,863728.7061817462
2020-08-19,744956.3303939953
2020-08-20,644214.4532593088
2020-08-21,540520.2718504092
2020-08-22,435582.26073372475
2020-08-23,314454.7476897236
2020-08-24,202954.18028279915
2020-08-25,110226.045013442
2020-08-26,98252.1841615774
2020-08-27,84501.17663595089
2020-08-28,75463.21676020893
2020-08-29,66653.06299611961
2020-08-30,63241.182674610274
2020-08-31,62860.50650268473
2020-09-01,53245.72521293504
2020-09-02,49175.171362012436
2020-09-03,111671.38892244878
2020-09-04,154515.92580668043
2020-09-05,222285.82194118484
2020-09-06,276513.2634796795
2020-09-07,317492.8708405481
2020-09-08,374847.83235870174
2020-09-09,411957.3808993571
2020-09-10,445013.68074132374
2020-09-11,470682.2321923139
2020-09-12,484751.4664787366
2020-09-13,501934.1896436185
2020-09-14,493895.15926811437
2020-09-15,478175.28817806457
2020-09-16,432522.2803258989
2020-09-17,402942.7050188455
2020-09-18,384773.40442596003
2020-09-19,358531.3420653827
2020-09-20,345522.7737200122
2020-09-21,334907.33196510415
2020-09-22,319765.3690019031
2020-09-23,304174.90400845645
2020-09-24,294302.64990647347
2020-09-25,278554.77436609037
2020-09-26,268431.5649546539
2020-09-27,247241.5151035983
2020-09-28,226573.2537077884
2020-09-29,192288.97308742435
2020-09-30,157830.36801256388
2020-10-01,96595.7424063981
2020-10-02,73839.28026410645
2020-10-03,69749.28065987884
2020-10-04,69647.29646038251
2020-10-05,63984.160483058
2020-10-06,59815.80847106707
2020-10-07,57337.58087468627
2020-10-08,50104.64782740943
2020-10-09,48363.298910991674
2020-10-10,55853.44149448663
2020-10-11,65837.69114880243
2020-10-12,82613.35713625685
2020-10-13,86995.43550468633
2020-10-14,97691.03714391887
2020-10-15,110888.81714897718
2020-10-16,117089.55997471653
2020-10-17,124181.93065424671
2020-10-18,135180.387306631
2020-10-19,156641.10089880248
2020-10-20,187835.35892301262
2020-10-21,289209.8591209882
2020-10-22,398337.39623405016
2020-10-23,473033.80428594747
2020-10-24,580660.7604708982
2020-10-25,663622.972898285
2020-10-26,741814.4368634981
2020-10-27,881349.9972934597
2020-10-28,949865.2731002775
2020-10-29,1030829.124784158
2020-10-30,1104679.4375889543
2020-10-31,1175255.3126974897
2020-11-01,1213325.6966031496
2020-11-02,1206141.46066797
2020-11-03,1233433.4950544834
2020-11-04,1271180.6791248566
2020-11-05,1495542.8215699764
2020-11-06,1669339.227658429
2020-11-07,1703115.239210183
2020-11-08,1819858.3572731575
2020-11-09,1899152.2385117544
2020-11-10,1946492.3634780701
2020-11-11,2041507.6584919866
2020-11-12,2177030.0739255203
2020-11-13,2266488.2513121273
2020-11-14,2271457.853780463
2020-11-15,2181802.55593866
2020-11-16,2163754.721247983
2020-11-17,2285480.158189626
2020-11-18,2407279.2961643934
2020-11-19,2482829.763161759
2020-11-20,2821278.187834204
2020-11-21,3109712.62710866
2020-11-22,3259085.3507405315
2020-11-23,3369765.6211576997
2020-11-24,3558210.7022717195
2020-11-25,3592738.5186190587
2020-11-26,3456423.4215595257
2020-11-27,3218226.498702794
2020-11-28,3027096.7188738245
2020-11-29,2863657.847817419
2020-11-30,2926166.2514447668
2020-12-01,2765408.069327569
2020-12-02,2557697.1578361895
2020-12-03,2407355.3988823085
2020-12-04,2141104.3132628594
2020-12-05,2133492.321956415
2020-12-06,2116556.6100849365
2020-12-07,1923185.4958493258
2020-12-08,1751567.4379534402
2020-12-09,1544046.1854818817
2020-12-10,1297410.905144399
2020-12-11,1104067.5492818484
2020-12-12,997627.8519779457
2020-12-13,898323.421643165
2020-12-14,748706.4541280654
2020-12-15,566259.1498317337
2020-12-16,702032.1309284188
2020-12-17,1227918.944686314
2020-12-18,1797606.1948378913
2020-12-19,2520326.95649483
2020-12-20,3108197.8563023373
2020-12-21,3475058.4362208587
2020-12-22,4024855.3119439995
2020-12-23,4370454.446959279
2020-12-24,4845436.591788451
2020-12-25,5495469.808265867
2020-12-26,6411599.906175714
2020-12-27,7055902.466798498
2020-12-28,7974156.457145523
2020-12-29,8912307.41256593
2020-12-30,10588693.255421694
2020-12-31,11983594.606308334
2021-01-01,13407071.910797728
2021-01-02,16159234.102624083
2021-01-03,18737955.31439717
2021-01-04,20531602.633590985
2021-01-05,23235815.15797274
2021-01-06,27465527.214312002
2021-01-07,32795685.67770191
2021-01-08,38593975.90178912
2021-01-09,42577146.283530794
2021-01-10,43794490.20568481
2021-01-11,42903675.09251572
2021-01-12,40917200.03494591
2021-01-13,39985748.82879417
2021-01-14,39498437.01737613
2021-01-15,38236165.90096216
2021-01-16,37094847.96246006
2021-01-17,35612832.65322601
2021-01-18,34436661.45453741
2021-01-19,32495259.461583722
2021-01-20,29633508.358490974
