Timestamp,Test_Data,Forecast,Test_Data BTC-USD,Test_Data forecast BTC-USD
322,10.643751064164345,10.053832396835041,41929.757813000004,23244.699274647515
323,10.651125692713416,10.052340945689993,42240.117188000004,23210.05678151271
324,10.630182270305195,10.05532384798009,41364.664063000026,23279.39347391738
325,10.660161939816627,10.051346644926626,42623.53906300001,23186.990473661168
326,10.651845369092195,10.05532384798009,42270.527343999995,23279.39347391738
327,10.684010106331032,10.05582099836177,43652.25000000002,23290.96971059506
328,10.688966671976779,10.053832396835041,43869.15234400001,23244.699274647515
329,10.691897237763957,10.05582099836177,43997.902344,23290.96971059506
330,10.686007845365014,10.053832396835041,43739.54296900003,23244.699274647515
331,10.66933014277444,10.054329547216723,43016.117188,23256.258258802598
332,10.68311377440979,10.05532384798009,43613.14062500003,23279.39347391738
333,10.657739294875839,10.054329547216723,42520.40234400004,23256.258258802598
334,10.679201686080054,10.05532384798009,43442.85546900004,23279.39347391738
335,10.660263202817129,10.05532384798009,42627.85546899997,23279.39347391738
336,10.647788823465195,10.051346644926626,42099.40234400004,23186.990473661168
337,10.649153706701869,10.052838096071675,42156.90234399997,23221.598538857303
338,10.651719035647995,10.052340945689993,42265.187500000015,23210.05678151271
339,10.69574070047966,10.051346644926626,44167.332031000005,23186.990473661168
340,10.713483304498926,10.054329547216723,44957.968749999985,23256.258258802598
341,10.665418350914337,10.053832396835041,42848.17578100001,23244.699274647515
342,10.696025708638457,10.052838096071675,44179.921875,23221.598538857303
343,10.695635625787643,10.054826697598406,44162.691406000005,23267.82299093979
344,10.691699321677161,10.053832396835041,43989.195313000026,23244.699274647515
345,10.690650840859329,10.054329547216723,43943.09765599998,23256.258258802598
346,10.75727510721557,10.054329547216723,46970.50390600002,23256.258258802598
347,10.739429690119872,10.056815299125137,46139.730468999995,23314.139456497007
348,10.749951722871764,10.05532384798009,46627.777344,23279.39347391738
349,10.744377481729662,10.056815299125137,46368.585938,23314.139456497007
350,10.665534852891719,10.054329547216723,42853.16796899997,23256.258258802598
351,10.66528314423337,10.050849494544945,42842.38281300003,23175.465917453264
352,10.64056236886036,10.048860893018214,41796.26953100003,23129.42494429442
353,10.657540932912761,10.044883689964752,42511.96875000002,23037.61721479119
354,10.672552297430153,10.050849494544945,43154.945312999975,23175.465917453264
355,10.662952584598555,10.048860893018214,42742.65234400002,23129.42494429442
356,10.627698678594385,10.050352344163262,41262.058594000024,23163.94708925888
357,10.6362978063264,10.04438653958307,41618.40625000003,23026.166901099532
358,10.637430789791946,10.044883689964752,41665.58593799999,23037.61721479119
359,10.634551354849371,10.046872291491482,41545.78515599999,23083.475437310062
360,10.58424244458679,10.0463751411098,39507.367188000004,23072.0023308518
361,10.592766028825782,10.043889389201386,39845.55078099999,23014.722278520905
362,10.59855973456628,10.042895088438021,40077.07421899998,22991.85009538967
363,10.594978577276809,10.044883689964752,39933.80859399997,23037.61721479119
364,10.641055151771345,10.043392238819704,41816.87109400003,23003.283344226722
365,10.648279264632635,10.0463751411098,42120.054688000026,23072.0023308518
366,10.646272008603455,10.045877990728117,42035.59375,23060.53492683515
367,10.675636424346145,10.0463751411098,43288.24609399998,23072.0023308518
368,10.667852679350434,10.049358043399897,42952.60937499997,23140.92660552433
369,10.659201126547257,10.048860893018214,42582.605468999966,23129.42494429442
370,10.670716016847233,10.050352344163262,43075.77343799996,23163.94708925888
371,10.673268391365871,10.050352344163262,43185.85937500001,23163.94708925888
372,10.66877514587372,10.048860893018214,42992.249999999985,23129.42494429442
373,10.659224059639104,10.048860893018214,42583.58203100002,23129.42494429442
374,10.660985767182483,10.048860893018214,42658.667968999995,23129.42494429442
375,10.670922571885322,10.050849494544945,43084.67187500001,23175.465917453264
376,10.699151218089963,10.049855193781578,44318.222656000034,23152.433986231077
377,10.721096889372198,10.05184379530831,45301.56640599996,23198.52076073106
378,10.761029884791432,10.054826697598406,47147.199219,23267.82299093979
379,10.774179845486426,10.05582099836177,47771.277343999966,23290.96971059506
380,10.785060909744955,10.054329547216723,48293.91796900003,23256.258258802598
381,10.818942388266425,10.053832396835041,49958.222656000034,23244.699274647515
382,10.814613799506285,10.058306750270186,49742.44140599998,23348.9372996763
383,10.855660649031368,10.05582099836177,51826.695313000004,23290.96971059506
384,10.857816658260456,10.054826697598406,51938.554688000026,23267.82299093979
385,10.86207509086059,10.054826697598406,52160.20312499996,23267.82299093979
386,10.852497061367641,10.056815299125137,51662.996094000024,23314.139456497007
387,10.861352895643515,10.054826697598406,52122.54687499997,23267.82299093979
388,10.85474273194464,10.056318148743454,51779.144530999954,23302.551703834088
389,10.86446241128679,10.054826697598406,52284.875000000044,23267.82299093979
390,10.855901506981203,10.057809599888502,51839.17968799997,23337.332251551943
391,10.845542959326671,10.05582099836177,51304.972656000005,23290.96971059506
392,10.834311153220959,10.056815299125137,50731.94921899998,23314.139456497007
393,10.850716747355944,10.054826697598406,51571.10156299999,23267.82299093979
394,10.853855760709653,10.05582099836177,51733.238280999954,23290.96971059506
395,10.906366948376016,10.054826697598406,54522.402343999966,23267.82299093979
396,10.952303164816284,10.058306750270186,57085.371093999995,23348.9372996763
397,11.042998457796946,10.059798201415234,62504.789062999946,23383.787080860522
398,11.021876043527097,10.058803900651867,61198.38281299996,23360.5481186891
399,11.04197150931536,10.058803900651867,62440.63281299998,23360.5481186891
400,11.03537096199123,10.058803900651867,62029.84765599995,23360.5481186891
401,11.053543166658232,10.060295351796915,63167.371093999995,23395.415229762762
402,11.132110247510598,10.059798201415234,68330.41406299997,23383.787080860522
403,11.06352726569228,10.063775404468695,63801.199219000046,23476.974339727833
404,11.09902696589679,10.056318148743454,66106.80468800002,23302.551703834088
