Timestamp,Real_BTC_Price,Rolling_Forecast_USD,MSE
2023-03-04,22353.349609,22408.429915933728,6.0567332307803245e-06
2023-03-05,22435.513672,22305.01104119689,3.403289092323196e-05
2023-03-06,22429.757813,22431.078885901967,3.46879649410816e-09
2023-03-07,22219.769531,22433.59755630974,9.1724944207842e-05
2023-03-08,21718.080078,22229.767856693965,0.0005422931327691977
2023-03-09,20363.021484,21733.379222415264,0.0042417486193538755
2023-03-10,20187.244141,20404.93637665497,0.00011504544679457724
2023-03-11,20632.410156,20137.039626336107,0.000590599902081598
2023-03-12,22163.949219,20602.640779194713,0.0053359809548712694
2023-03-13,24197.533203,22108.770030085263,0.008149815841369638
2023-03-14,24746.074219,24178.80109419603,0.000537803817116855
2023-03-15,24375.960938,24820.62193561072,0.00032679232203425247
2023-03-16,25052.789063,24416.82576882193,0.0006611422129168186
2023-03-17,27423.929688,25004.997451404142,0.008526726494009875
2023-03-18,26965.878906,27347.741102857995,0.00019772889423594583
2023-03-19,28038.675781,27093.390044581633,0.001176150224075143
2023-03-20,27767.236328,27967.947374824023,5.187372368354329e-05
2023-03-21,28175.816406,27826.345254790725,0.00015577018856845543
2023-03-22,27307.4375,28144.631896898587,0.0009118913638456078
2023-03-23,28333.972656,27365.074265941443,0.0012106219768839657
2023-03-24,27493.285156,28245.6403473233,0.0007288554482753751
2023-03-25,27494.707031,27577.620330381425,9.066552529008252e-06
2023-03-26,27994.330078,27457.512586377798,0.00037489399036021306
2023-03-27,27139.888672,27971.19045512938,0.000910260020990423
2023-03-28,27268.130859,27201.746122271743,5.941335908490532e-06
2023-03-29,28348.441406,27223.83075547666,0.0016385762675382172
2023-03-30,28033.5625,28303.460098023,9.180723206289409e-05
2023-03-31,28478.484375,28097.423490941088,0.0001814674782460427
2023-04-01,28411.035156,28443.014170169983,1.265515363468599e-06
2023-04-02,28199.308594,28434.715283326903,6.911109178609105e-05
2023-04-03,27790.220703,28206.03489053101,0.00022057515300046333
2023-04-04,28168.089844,27800.00369351399,0.00017301766300926864
2023-04-05,28177.984375,28131.157197197164,2.7662940781825432e-06
2023-04-06,28044.140625,28194.946452775406,2.876217990505411e-05
2023-04-07,27925.859375,28050.978749465725,1.9984525438086538e-05
2023-04-08,27947.794922,27925.448743044402,6.398214758217674e-07
2023-04-09,28333.050781,27941.42919546926,0.0001937243780543882
2023-04-10,29652.980469,28315.158225622603,0.0021312399572316356
2023-04-11,30235.058594,29605.995570275514,0.0004420606248509371
2023-04-12,30139.052734,30269.226194359955,1.8574336540167962e-05
2023-04-13,30399.066406,30170.38921567904,5.7016751850820376e-05
2023-04-14,30485.699219,30382.71848309267,1.1449559479829918e-05
2023-04-15,30318.496094,30493.65959154295,3.318706246233084e-05
2023-04-16,30315.355469,30329.565029936435,2.1960006417578382e-07
2023-04-17,29445.044922,30308.266094403505,0.0008349118760948418
2023-04-18,30397.552734,29482.085177519803,0.000935093970322855
2023-04-19,28822.679688,30316.642408882057,0.002553710397513786
2023-04-20,28245.988281,28931.660802725743,0.0005752843127111248
2023-04-21,27276.910156,28204.467610850457,0.0011182221520817889
2023-04-22,27817.5,27293.577518863905,0.000361528402908729
2023-04-23,27591.384766,27749.76071590051,3.276004876997757e-05
2023-04-24,27525.339844,27625.633673571174,1.3228268821630313e-05
2023-04-25,28307.597656,27518.152159558602,0.0008000056757872443
2023-04-26,28422.701172,28269.577422944054,2.9180947263075232e-05
2023-04-27,29473.787109,28453.31788216964,0.0012416123744739972
2023-04-28,29340.261719,29432.0440346373,9.755134464491862e-06
2023-04-29,29248.488281,29394.31172015258,2.4733584354125298e-05
2023-04-30,29268.806641,29246.580317553187,5.771053901276754e-07
2023-05-01,28091.568359,29263.73298429711,0.001671133055657069
2023-05-02,28680.537109,28144.17625154595,0.00035638993675534645
2023-05-03,29006.308594,28599.328705058306,0.00019965967947906222
2023-05-04,28847.710938,29019.437184780174,3.5226681963762904e-05
2023-05-05,29534.384766,28869.932773678924,0.0005177674878801302
2023-05-06,28904.623047,29495.35895954945,0.0004093086644701686
2023-05-07,28454.978516,28964.38168371409,0.00031483960894018406
2023-05-08,27694.273438,28446.94567899273,0.0007190517640068836
2023-05-09,27658.775391,27708.136884495863,3.1793343015450886e-06
2023-05-10,27621.755859,27625.868104725705,2.2161078829356816e-08
2023-05-11,27000.789063,27621.772814387637,0.0005170276348024978
2023-05-12,26804.990234,27027.57684093932,6.838688455621868e-05
2023-05-13,26784.078125,26785.721085990877,3.762482239280523e-09
2023-05-14,26930.638672,26776.052722266366,3.313947546871438e-05
2023-05-15,27192.693359,26922.868613666495,9.944578846565944e-05
2023-05-16,27036.650391,27187.362464665097,3.090117616264436e-05
2023-05-17,27398.802734,27055.876299159558,0.00015863645544190766
2023-05-18,26832.208984,27374.903130712137,0.00040094679420577293
2023-05-19,26890.128906,26874.276127840836,3.477611734169233e-07
2023-05-20,27129.585938,26861.776332690555,9.841716327969523e-05
2023-05-21,26753.826172,27121.263505810348,0.00018606470942675793
2023-05-22,26851.277344,26781.75802924068,6.720578989155919e-06
2023-05-23,27225.726563,26829.725439772872,0.000214678898976844
2023-05-24,26334.818359,27213.002416158542,0.001076032446154565
2023-05-25,26476.207031,26391.61489122131,1.0240895086739637e-05
2023-05-26,26719.291016,26429.545169101482,0.00011888183975334164
2023-05-27,26868.353516,26714.603627719847,3.293355683609644e-05
2023-05-28,28085.646484,26872.678734551493,0.0019490930989835733
2023-05-29,27745.884766,28035.91194871065,0.00010813349218124978
2023-05-30,27702.349609,27817.391454260014,1.7174260610026413e-05
2023-05-31,27219.658203,27689.058632847078,0.00029233817233171997
2023-06-01,26819.972656,27239.63524889847,0.00024106389877785064
2023-06-02,27249.589844,26817.642904735683,0.0002553118594696781
2023-06-03,27075.128906,27211.816581816456,2.5358860360703413e-05
2023-06-04,27119.066406,27102.08752221487,3.922299741380756e-07
2023-06-05,25760.097656,27109.39237142294,0.0026064657424491157
2023-06-06,27238.783203,25821.48015633915,0.002855310024519747
2023-06-07,26345.998047,27107.589344443724,0.0008120990488307185
2023-06-08,26508.216797,26452.820809096764,4.376268516126031e-06
2023-06-09,26480.375,26461.18044359848,5.258026796719288e-07
2023-06-10,25851.240234,26488.940949862503,0.0005938357491618213
2023-06-11,25940.167969,25879.226434621494,5.532258880469858e-06
2023-06-12,25902.5,25908.150445754793,4.7575934280304935e-08
2023-06-13,25918.728516,25908.258288954195,1.632526659598605e-07
2023-06-14,25124.675781,25916.27905537566,0.0009622927723705969
2023-06-15,25576.394531,25161.79252788219,0.0002670989777169645
2023-06-16,26327.462891,25519.440522684337,0.0009716982980156162
2023-06-17,26510.675781,26312.888782488906,5.607949857077653e-05
2023-06-18,26336.212891,26536.120866899408,5.718306284831308e-05
2023-06-19,26851.029297,26352.35218688867,0.00035143565816796705
2023-06-20,28327.488281,26819.189588680958,0.0029937301150652768
2023-06-21,30027.296875,28282.510162012626,0.0035836105765434125
2023-06-22,29912.28125,30021.79319423353,1.3354767474398403e-05
2023-06-23,30695.46875,29994.87018063773,0.0005330868170862505
2023-06-24,30548.695313,30655.117716404864,1.2094001899900664e-05
2023-06-25,30480.261719,30590.71766614122,1.3084868937100884e-05
2023-06-26,30271.130859,30476.73676403266,4.5821826780659954e-05
2023-06-27,30688.164063,30277.291679583286,0.0001816851347526554
2023-06-28,30086.246094,30660.093996707055,0.0003569761427882348
2023-06-29,30445.351563,30131.19716176734,0.0001075833399040365
2023-06-30,30477.251953,30402.34752109932,6.055247312397612e-06
2023-07-01,30590.078125,30491.810742754133,1.0352723085135307e-05
2023-07-02,30620.769531,30586.486171439934,1.254934369122127e-06
2023-07-03,31156.439453,30624.417011130692,0.0002966425992026293
2023-07-04,30777.582031,31133.88126484614,0.0001324821049987885
2023-07-05,30514.166016,30817.99271699415,9.816179028502102e-05
2023-07-06,29909.337891,30510.194703437897,0.00039561785413618747
2023-07-07,30342.265625,29926.307348568123,0.00019054234517199136
2023-07-08,30292.541016,30295.644854623704,1.0497414842026034e-08
2023-07-09,30171.234375,30313.618826216247,2.216631319944698e-05
2023-07-10,30414.470703,30174.796555355562,6.259152086162782e-05
2023-07-11,30620.951172,30397.753103126226,5.352032823917244e-05
2023-07-12,30391.646484,30621.74451259379,5.689047751602506e-05
2023-07-13,31476.048828,30411.506662903266,0.0011837629618230818
2023-07-14,30334.068359,31413.390408757674,0.0012223973125249944
2023-07-15,30295.806641,30435.929102072623,2.1293431669092525e-05
2023-07-16,30249.132813,30247.447516320364,3.1042098282567353e-09
2023-07-17,30145.888672,30249.659306602152,1.1808641534024732e-05
2023-07-18,29856.5625,30148.756278293808,9.484824305446147e-05
2023-07-19,29913.923828,29865.81423372922,2.590690615912174e-06
2023-07-20,29792.015625,29898.185794293087,1.265493265310878e-05
2023-07-21,29908.744141,29800.501883486322,1.3145328732304343e-05
2023-07-22,29771.802734,29897.579807699567,1.7773017267371653e-05
2023-07-23,30084.539063,29783.66627161723,0.00010102774407541472
2023-07-24,29176.916016,30062.939237843602,0.0008949257336191057
2023-07-25,29227.390625,29234.579864887433,6.048936805281489e-08
2023-07-26,29354.972656,29185.331442901574,3.3590402919153556e-05
2023-07-27,29210.689453,29350.894285511287,2.2927779175249308e-05
2023-07-28,29319.246094,29223.49161456426,1.0701210549803659e-05
2023-07-29,29356.917969,29307.511320229987,2.837143420620557e-06
2023-07-30,29275.308594,29359.74393788279,8.2945820496189e-06
2023-07-31,29230.111328,29280.818336510696,3.0041539965836607e-06
2023-08-01,29675.732422,29228.810715812862,0.0002302724443352595
2023-08-02,29151.958984,29652.206814309706,0.0002894910793918021
2023-08-03,29178.679688,29195.845856859316,3.4590755644424033e-07
2023-08-04,29074.091797,29155.198103501596,7.760448374384135e-06
2023-08-05,29042.126953,29080.25547678463,1.721366246285768e-06
2023-08-06,29041.855469,29039.232983914724,8.154860808959342e-09
2023-08-07,29180.578125,29040.50844113407,2.3152044654468492e-05
2023-08-08,29765.492188,29173.929100026922,0.00040297635015250566
2023-08-09,29561.494141,29743.382251156287,3.7626214403524396e-05
2023-08-10,29429.591797,29595.76213841556,3.1702397751181176e-05
2023-08-11,29397.714844,29427.337768439145,1.0143580444970758e-06
2023-08-12,29415.964844,29393.75373323137,5.705613988314715e-07
2023-08-13,29282.914063,29413.772796014317,1.9881066422977363e-05
2023-08-14,29408.443359,29289.9538967637,1.6299269541609438e-05
2023-08-15,29170.347656,29396.929201755855,5.9869183079403016e-05
2023-08-16,28701.779297,29186.755038708405,0.00028076000214709176
2023-08-17,26664.550781,28714.122590218412,0.005484006898643553
2023-08-18,26049.556641,26738.566277087,0.0006815339164820756
2023-08-19,26096.205078,25996.17760876742,1.4748612868082498e-05
2023-08-20,26189.583984,26068.25581943267,2.156164547923245e-05
2023-08-21,26124.140625,26187.249575792604,5.821699827918519e-06
2023-08-22,26031.65625,26131.12392076201,1.4544656859133898e-05
2023-08-23,26431.640625,26033.17008384247,0.00023074532547229335
2023-08-24,26162.373047,26409.013132870674,8.804300011933951e-05
2023-08-25,26047.667969,26191.563930592958,3.0350498895491473e-05
2023-08-26,26008.462891,26041.76949839786,1.637855410974654e-06
2023-08-27,26089.693359,26005.50492229293,1.0446486494824624e-05
2023-08-28,26106.150391,26084.181037284077,7.087849632803164e-07
2023-08-29,27727.392578,26108.75456523933,0.0036180398524304027
2023-08-30,27297.265625,27648.83163077418,0.00016376153232125287
2023-08-31,25931.472656,27386.532225177263,0.002980502266668098
2023-09-01,25800.724609,25978.439776511386,4.711967838080187e-05
2023-09-02,25868.798828,25753.370738886406,1.9999168752376693e-05
2023-09-03,25969.566406,25860.285533978953,1.778237013646764e-05
2023-09-04,25812.416016,25967.532161151474,3.589660477944535e-05
2023-09-05,25779.982422,25823.902481066532,2.897485266224295e-06
2023-09-06,25753.236328,25775.20531154178,7.270862875028763e-07
2023-09-07,26240.195313,25753.193216156345,0.00035095449672326436
2023-09-08,25905.654297,26215.815868288646,0.000141648802106357
2023-09-09,25895.677734,25941.06927469968,3.0671469349201967e-06
2023-09-10,25832.226563,25882.766246255127,3.82025508175626e-06
2023-09-11,25162.654297,25834.8514456962,0.0006950335330312329
2023-09-12,25833.34375,25191.71405294835,0.0006325686707717355
2023-09-13,26228.324219,25773.435015266234,0.0003060957738247425
2023-09-14,26539.673828,26236.892979357388,0.0001316570300888616
2023-09-15,26608.693359,26540.913215258883,6.5052699758238795e-06
2023-09-16,26568.28125,26618.12642505335,3.513218657579823e-06
2023-09-17,26534.1875,26573.015462878477,2.138171321264435e-06
2023-09-18,26754.28125,26534.178601303687,6.824158914285031e-05
2023-09-19,27211.117188,26742.30533403803,0.0003020236990507415
2023-09-20,27132.007813,27198.23159436824,5.9429918477045055e-06
2023-09-21,26567.632813,27154.47202797165,0.00047733882100098606
2023-09-22,26579.568359,26591.229328467034,1.9239021060256885e-07
2023-09-23,26579.390625,26556.3756916121,7.50422061971946e-07
2023-09-24,26256.826172,26579.882923905094,0.0001495398496923454
2023-09-25,26298.480469,26272.153512188463,1.0031709723822091e-06
2023-09-26,26217.25,26283.472458650424,6.3641512740148045e-06
2023-09-27,26352.716797,26222.815649719054,2.4418578204222883e-05
2023-09-28,27021.546875,26342.914745414382,0.0006469509984238688
2023-09-29,26911.720703,26994.85248734761,9.512867218103657e-06
2023-09-30,26967.916016,26944.335900592592,7.652035108291005e-07
2023-10-01,27983.75,26960.765238681244,0.0013869155201815032
2023-10-02,27530.785156,27936.537163918318,0.00021405355178604109
2023-10-03,27429.978516,27593.772213638575,3.544512802166264e-05
2023-10-04,27799.394531,27416.738818982616,0.0001921136911565839
2023-10-05,27415.912109,27777.354286526202,0.00017154492501131547
2023-10-06,27946.597656,27449.187767015028,0.00032252153455545983
2023-10-07,27968.839844,27904.911414942264,5.236399529152476e-06
2023-10-08,27935.089844,27989.539227437745,3.791752431838192e-06
2023-10-09,27583.677734,27937.62550498823,0.00016256641112122767
2023-10-10,27391.019531,27599.235978339955,5.734858825288045e-05
2023-10-11,26873.320313,27386.22855292489,0.000357447989636181
2023-10-12,26756.798828,26890.43251304508,2.4819844134978132e-05
2023-10-13,26862.375,26741.62618380341,2.0297044674890054e-05
2023-10-14,26861.707031,26852.52143889215,1.1697569344169234e-07
2023-10-15,27159.652344,26866.042883698145,0.00011814297523243357
2023-10-16,28519.466797,27145.16589608095,0.002439166720634147
2023-10-17,28415.748047,28465.382026267645,3.045663857223436e-06
2023-10-18,28328.341797,28477.306990637462,2.7507336776078758e-05
2023-10-19,28719.806641,28328.34710544326,0.0001883493776836432
2023-10-20,29682.949219,28697.267773528652,0.0011404711117378788
2023-10-21,29918.412109,29652.579488080926,7.965492712693125e-05
2023-10-22,29993.896484,29947.188454951825,2.4288128475786248e-06
2023-10-23,33086.234375,29999.915644834782,0.00958886421399935
2023-10-24,33901.527344,32935.31148562574,0.0008360591897648468
2023-10-25,34502.820313,33999.91284653328,0.00021559364948007902
2023-10-26,34156.648438,34509.72421927013,0.00010575850222749639
2023-10-27,33909.800781,34197.594403419855,7.142314191317024e-05
2023-10-28,34089.574219,33907.00713618152,2.8835857730412647e-05
2023-10-29,34538.480469,34070.94901265459,0.00018574943130556914
2023-10-30,34502.363281,34525.11544230932,4.3457157648897296e-07
2023-10-31,34667.78125,34522.77603407446,1.7568506940065845e-05
2023-11-01,35437.253906,34658.58857556417,0.000493642881218073
2023-11-02,34938.242188,35408.267383167105,0.0001785788766649145
2023-11-03,34732.324219,34992.961961470304,5.589307929617414e-05
2023-11-04,35082.195313,34721.811422625295,0.00010661977055828626
2023-11-05,35049.355469,35057.07836413929,4.854053055532567e-08
2023-11-06,35037.371094,35065.18111779404,6.294990785006905e-07
2023-11-07,35443.5625,35036.605852041794,0.00013336199192592996
2023-11-08,35655.277344,35423.970913028235,4.2359694618375e-05
2023-11-09,36693.125,35662.24051032801,0.0008120771601213984
2023-11-10,37313.96875,36648.731478580485,0.00032360188676520735
2023-11-11,37138.050781,37326.65602503501,2.5660694637916213e-05
2023-11-12,37054.519531,37172.68523469511,1.013718573396902e-05
2023-11-13,36502.355469,37051.97236285722,0.00022334685534238551
2023-11-14,35537.640625,36526.31272094196,0.0007529790247298098
2023-11-15,37880.582031,35564.61719043078,0.003980018633051553
2023-11-16,36154.769531,37725.18408103105,0.0018078659610818583
2023-11-17,36596.683594,36331.19704257277,5.301047496057009e-05
2023-11-18,36585.703125,36506.96560330962,4.64169041802325e-06
2023-11-19,37386.546875,36605.07866972612,0.0004462207666084838
2023-11-20,37476.957031,37345.68411932022,1.2312466175406024e-05
2023-11-21,35813.8125,37506.61044866827,0.0021329205727114876
2023-11-22,37432.339844,35899.12500186671,0.001749088926876733
2023-11-23,37289.621094,37275.824382605366,1.3694176684068825e-07
2023-11-24,37720.28125,37365.70793068649,8.919915509575237e-05
2023-11-25,37796.792969,37691.7506242751,7.745104352978613e-06
2023-11-26,37479.121094,37810.814195488565,7.763626637999902e-05
2023-11-27,37254.167969,37498.90723110117,4.287580237777943e-05
2023-11-28,37831.085938,37252.60531751237,0.00023744529928306074
2023-11-29,37858.492188,37791.02956784215,3.1810775530907512e-06
2023-11-30,37712.746094,37882.15423632791,2.0088384305321312e-05
2023-12-01,38688.75,37721.543239050014,0.000640975307694035
2023-12-02,39476.332031,38630.97354515823,0.00046858936550760253
2023-12-03,39978.390625,39478.13371891996,0.00015856178500800471
2023-12-04,41980.097656,39986.80264708689,0.002366450321641421
2023-12-05,44080.648438,41896.87732269477,0.002581613213615503
2023-12-06,43746.445313,44065.7771183137,5.289787610057777e-05
2023-12-07,43292.664063,43857.567137151505,0.00016806719250549125
2023-12-08,44166.601563,43302.466668718036,0.0003904292402089029
2023-12-09,43725.984375,44100.177009093066,7.261191869483639e-05
2023-12-10,43779.699219,43784.997109969736,1.464225389475134e-08
2023-12-11,41243.832031,43759.106748506034,0.003504423368623106
2023-12-12,41450.222656,41371.7303276722,3.5927230528152126e-06
2023-12-13,42890.742188,41339.1439345325,0.001357639264624632
2023-12-14,43023.972656,42825.297631955524,2.1422732966538676e-05
2023-12-15,41929.757813,43075.55440445031,0.0007268344732414195
2023-12-16,42240.117188,41988.85427681592,3.55956024294854e-05
2023-12-17,41364.664063,42184.17076551407,0.00038486823923780493
2023-12-18,42623.539063,41417.676995248024,0.0008236263200598855
2023-12-19,42270.527344,42528.910752009964,3.7136927916994454e-05
2023-12-20,43652.25,42334.15800910272,0.0009400692783598636
2023-12-21,43869.152344,43571.61502588278,4.631464199841033e-05
2023-12-22,43997.902344,43911.58318266663,3.8565877540380876e-06
2023-12-23,43739.542969,43999.99177462485,3.5246551199558775e-05
2023-12-24,43016.117188,43756.68860091279,0.0002913719144012987
2023-12-25,43613.140625,43040.78437285521,0.00017451349148017652
2023-12-26,42520.402344,43557.165236234425,0.0005803378724874692
2023-12-27,43442.855469,42593.94753365814,0.0003894402517086311
2023-12-28,42627.855469,43356.593865498486,0.00028733217846456583
2023-12-29,42099.402344,42701.47932968645,0.00020164056444308225
2023-12-30,42156.902344,42094.22206157915,2.2139643812079353e-06
2023-12-31,42265.1875,42134.17811615423,9.63800467416766e-06
2024-01-01,44167.332031,42262.17371334327,0.001944190353542341
2024-01-02,44957.96875,44078.45771865559,0.0003903331028768287
2024-01-03,42848.175781,44995.82100841576,0.0023918503439735745
2024-01-04,44179.921875,42973.5085183051,0.0007665469772379849
2024-01-05,44162.691406,44037.08363272497,8.112573733478889e-06
2024-01-06,43989.195313,44213.575462974586,2.5886079264033507e-05
2024-01-07,43943.097656,43996.81382396643,1.492444182382005e-06
2024-01-08,46970.503906,43938.90635858123,0.004451511831381005
2024-01-09,46139.730469,46820.69907522303,0.00021465127173310176
2024-01-10,46627.777344,46292.52854375113,5.206872738884359e-05
2024-01-11,46368.585938,46573.38980988857,1.9422893199169163e-05
2024-01-12,42853.167969,46399.114568256344,0.006320377607663507
2024-01-13,42842.382813,43006.03699888854,1.4536192588453385e-05
2024-01-14,41796.269531,42718.78682516742,0.0004766233905031377
2024-01-15,42511.96875,41845.07873837247,0.00025000216551069015
2024-01-16,43154.945313,42438.1093714507,0.0002805710078532046
2024-01-17,42742.652344,43151.411962601225,9.058915586698654e-05
2024-01-18,41262.058594,42786.24226290071,0.0013157456800009682
2024-01-19,41618.40625,41316.764053647305,5.2913992141456826e-05
2024-01-20,41665.585938,41546.849073042606,8.144328361863784e-06
2024-01-21,41545.785156,41676.61639803206,9.885602587666608e-06
2024-01-22,39507.367188,41553.250031298085,0.002549095943424024
2024-01-23,39845.550781,39597.98494737767,3.88442811829282e-05
2024-01-24,40077.074219,39754.97138495901,6.511773428988983e-05
2024-01-25,39933.808594,40078.60792979159,1.3100241588001345e-05
2024-01-26,41816.871094,39949.196747306916,0.0020876955563361955
2024-01-27,42120.054688,41719.156214776915,9.146207542022047e-05
2024-01-28,42035.59375,42178.56507817568,1.1528916642171228e-05
2024-01-29,43288.246094,42051.01395237645,0.0008408634862126426
2024-01-30,42952.609375,43224.34860794001,3.97727152862179e-05
2024-01-31,42582.605469,43015.97495907123,0.00010252999918697188
2024-02-01,43075.773438,42587.80502161172,0.0001297957248292489
2024-02-02,43185.859375,43038.16292655714,1.1736656339011815e-05
2024-02-03,42992.25,43199.15366244007,2.3049956461184873e-05
2024-02-04,42583.582031,43005.580555678556,9.724143088026852e-05
2024-02-05,42658.667969,42595.88370187335,2.169335167931942e-06
2024-02-06,43084.671875,42639.88615812383,0.00010768592466570782
2024-02-07,44318.222656,43066.88414580106,0.0008203404838292561
2024-02-08,45301.566406,44274.142464287215,0.0005262800891928526
2024-02-09,47147.199219,45300.96783488012,0.001595699576732662
2024-02-10,47771.277344,47096.35950813754,0.00020246049361062615
2024-02-11,48293.917969,47813.22079938527,0.00010006888679938043
2024-02-12,49958.222656,48293.06546005543,0.0011491510953571705
2024-02-13,49742.441406,49901.36883026028,1.0175547022488404e-05
2024-02-14,51826.695313,49817.07622203494,0.0015640086136547526
2024-02-15,51938.554688,51721.08314407168,1.7605435267215725e-05
2024-02-16,52160.203125,52016.46153081139,7.615256906262849e-06
2024-02-17,51662.996094,52154.474139231206,8.964660367009178e-05
2024-02-18,52122.546875,51694.10833406925,6.812522042974714e-05
2024-02-19,51779.144531,52082.074542937145,3.4028297936800346e-05
2024-02-20,52284.875,51812.638878120844,8.231967404184775e-05
2024-02-21,51839.179688,52248.19289779476,6.176508436992376e-05
2024-02-22,51304.972656,51879.041895165625,0.00012381482958825316
2024-02-23,50731.949219,51311.899769448064,0.00012920449131616183
2024-02-24,51571.101563,50737.191550341864,0.0002657638620763066
2024-02-25,51733.238281,51510.077351142725,1.868847147597598e-05
2024-02-26,54522.402344,51759.031487958964,0.0027053241828591556
2024-02-27,57085.371094,54399.72687428029,0.00232215588468367
2024-02-28,62504.789063,57088.42175836165,0.008215945700341953
2024-02-29,61198.382813,62385.552073928025,0.00036913732261597437
2024-03-01,62440.632813,61484.394074029646,0.0002381726312039951
2024-03-02,62029.847656,62331.23192244282,2.349275112058086e-05
2024-03-03,63167.371094,62099.97081232021,0.00029044233253321507
2024-03-04,68330.414063,63100.11607986236,0.0063413126581185674
2024-03-05,63801.199219,68153.81640645085,0.004355362457931688
2024-03-06,66106.804688,64206.22503213328,0.0008509774508733487
2024-03-07,66925.484375,65808.27507302829,0.0002833914864624018
2024-03-08,68300.09375,66987.36672089309,0.0003766352971057004
2024-03-09,68498.882813,68272.5389572102,1.0954876374549914e-05
2024-03-10,69019.789063,68548.65135856436,4.69160545624708e-05
2024-03-11,72123.90625,69004.55899078782,0.0019547880712362142
2024-03-12,71481.289063,72003.72491739354,5.302939717173374e-05
2024-03-13,73083.5,71643.63679322433,0.0003959416400052218
2024-03-14,71396.59375,72982.09098205186,0.0004824137998825548
2024-03-15,69403.773438,71540.85185448728,0.0009197513610279421
2024-03-16,65315.117188,69423.61708768194,0.0037214392550958117
2024-03-17,68390.625,65411.76670796933,0.001983240858236546
2024-03-18,67548.59375,68070.17723821648,5.9166017015840453e-05
2024-03-19,61912.773438,67720.50142535401,0.008039354437988401
2024-03-20,67913.671875,62126.94565057851,0.007931249909211298
2024-03-21,65491.390625,67364.06611572727,0.0007948474424538492
2024-03-22,63778.761719,65867.43260439989,0.0010383783567443183
2024-03-23,64062.203125,63771.583655415765,2.0673765755175595e-05
2024-03-24,67234.171875,63978.21368582722,0.0024640317186990254
2024-03-25,69958.8125,67077.437108622,0.0017689549627319416
2024-03-26,69987.835938,69952.28410672395,2.581662569217932e-07
2024-03-27,69455.34375,70097.90034630454,8.480257286762868e-05
2024-03-28,70744.953125,69483.69552393154,0.0003236067037235013
2024-03-29,69892.828125,70656.79898843284,0.00011818510396568901
2024-03-30,69645.304688,69986.96891394371,2.3949095847909047e-05
2024-03-31,71333.648438,69624.38355260322,0.000588222527587724
2024-04-01,69702.148438,71236.90030041987,0.0004743599252892162
2024-04-02,65446.972656,69850.70187469554,0.004240600982790006
2024-04-03,65980.8125,65595.49338781368,3.430427128231113e-05
2024-04-04,68508.84375,65793.22088880661,0.001635881808408404
2024-04-05,67837.640625,68400.59772136084,6.829949498584565e-05
2024-04-06,68896.109375,67967.10529098741,0.0001843041459530971
2024-04-07,69362.554688,68816.79324828174,6.239990457963439e-05
2024-04-08,71631.359375,69379.46304985198,0.001020294937136877
2024-04-09,69139.015625,71533.92677964848,0.0011595823318064338
2024-04-10,70587.882813,69347.4302220966,0.0003143318848937387
