Date,Rolling variance,Scaled Variance
2018-07-03,281459.03824156045,0.003479708553462333
2018-07-04,256777.8782705662,0.0031685472221392383
2018-07-05,222302.16842159096,0.002733903640252365
2018-07-06,184245.32193350737,0.002254111805788043
2018-07-07,144783.617114505,0.0017566085838085985
2018-07-08,106259.52361707969,0.0012709260537021605
2018-07-09,72405.40752792866,0.0008441190541346085
2018-07-10,70421.22196790726,0.0008191039486381933
2018-07-11,64343.52259594534,0.0007424809280758002
2018-07-12,65775.98108907318,0.0007605402774868716
2018-07-13,67030.26270095554,0.0007763533080197177
2018-07-14,66268.25788180958,0.000766746529639823
2018-07-15,66480.05192450233,0.0007694166681733452
2018-07-16,69183.29111472581,0.0008034970560604311
2018-07-17,94794.09626399285,0.001126378648168246
2018-07-18,119804.77078916407,0.0014416942488809695
2018-07-19,149298.09753686606,0.0018135237263750248
2018-07-20,170781.34894334982,0.002084368253805918
2018-07-21,195861.36855157188,0.002400558104691169
2018-07-22,211531.35055658326,0.0025981133439189246
2018-07-23,244412.65432178235,0.00301265586409393
2018-07-24,338567.96383059333,0.004199694540247345
2018-07-25,398974.58001844253,0.004961255307076131
2018-07-26,424278.5726580311,0.005280268839939958
2018-07-27,461874.27988036355,0.0057542469805574314
2018-07-28,475545.72429349314,0.005926606174764612
2018-07-29,501164.08308581944,0.0062495829974707215
2018-07-30,525254.9077610505,0.006553301829463454
2018-07-31,518971.66883300245,0.00647408752218737
2018-08-01,514161.89577182935,0.006413449554164983
2018-08-02,501688.650231343,0.006256196341882463
2018-08-03,487955.5408352253,0.006083059722374967
2018-08-04,476050.8724557072,0.0059329746993742605
2018-08-05,464702.99738075625,0.00578990930373809
2018-08-06,462142.316658787,0.005757626184813463
2018-08-07,462906.1013717184,0.005767255402743223
2018-08-08,485924.00888245297,0.006057447709495793
2018-08-09,472169.8166057335,0.0058840452930320804
2018-08-10,486606.70867745765,0.006066054670325726
2018-08-11,481890.52356431005,0.0060065965881165514
2018-08-12,476016.4138070174,0.005932540270886518
2018-08-13,474534.7456931532,0.005913860523928482
2018-08-14,485635.7686111432,0.006053813794936386
2018-08-15,508077.78255917766,0.006336745672767432
2018-08-16,536967.4477682054,0.006700964643775439
2018-08-17,550442.8805853677,0.006870852672558157
2018-08-18,568220.7465825948,0.007094982513225363
2018-08-19,581720.6022619066,0.007265178446916525
2018-08-20,601971.782903182,0.007520489961310874
2018-08-21,610989.406604538,0.007634177316345329
2018-08-22,612150.5830182832,0.0076488165472091375
2018-08-23,550025.2465959401,0.006865587460213649
2018-08-24,499255.740843429,0.006225524066956104
2018-08-25,461997.8338659396,0.005755804655427141
2018-08-26,403944.1983921213,0.005023908483472172
2018-08-27,338496.71374209767,0.004198796273212114
2018-08-28,269984.3169132733,0.0033350439765434427
2018-08-29,201257.49986439903,0.002468588432490462
2018-08-30,163797.99113365356,0.0019963273790770033
2018-08-31,137382.21962782805,0.001663297382134432
2018-09-01,118890.22181738018,0.001430164309609279
2018-09-02,111092.05566935861,0.001331850949809791
2018-09-03,118789.24962598504,0.0014288913288604795
2018-09-04,129933.30016807698,0.0015693870594940624
2018-09-05,127673.00842503103,0.0015408910168132758
2018-09-06,127960.61353693464,0.0015445169237649924
2018-09-07,124932.21871082713,0.0015063372204215913
2018-09-08,131036.08158602084,0.0015832900905740055
2018-09-09,127758.63409856998,0.001541970520313319
2018-09-10,126958.05210995782,0.0015318773902617895
2018-09-11,126992.26853367743,0.0015323087649609616
2018-09-12,125753.67577669275,0.001516693527602449
2018-09-13,119104.95598062497,0.0014328715149510996
2018-09-14,115441.67377422864,0.0013866876334117356
2018-09-15,112010.31564354882,0.0013434276745830807
2018-09-16,112584.17571608831,0.0013506624668041273
2018-09-17,115770.96556412522,0.0013908390943584011
2018-09-18,117939.43699839582,0.0014181775362799604
2018-09-19,115967.21142886418,0.001393313213265721
2018-09-20,115606.84875791722,0.001388770034234315
2018-09-21,112545.32107300275,0.0013501726169557087
2018-09-22,111765.86954021621,0.001340345883652707
2018-09-23,111750.75112309185,0.0013401552821248434
2018-09-24,111861.22319522157,0.001341548030159308
2018-09-25,113746.81334472561,0.0013653201195561967
2018-09-26,113237.43194372545,0.0013588982254850628
2018-09-27,106607.79024212465,0.0012753167349680227
2018-09-28,100993.81532229952,0.001204540000320211
2018-09-29,96857.05679343916,0.001152386888687083
2018-09-30,90775.41297860838,0.0010757141395829257
2018-10-01,78668.65719335461,0.0009230813519598819
2018-10-02,62072.73416888379,0.0007138525511701793
2018-10-03,44975.703860970556,0.0004983061701032578
2018-10-04,21110.43342091835,0.00019743095470659705
2018-10-05,18816.673121372245,0.00016851296586889192
2018-10-06,19013.18413153712,0.00017099042752849014
2018-10-07,19211.853577030884,0.0001734951011024109
2018-10-08,16740.381060950403,0.00014233665152646653
2018-10-09,15226.435014678616,0.0001232499688963597
2018-10-10,13668.093866777566,0.00010360358652185591
2018-10-11,14834.685824129636,0.00011831109244893092
2018-10-12,16078.513272246875,0.00013399232481998698
2018-10-13,18311.279664574802,0.00016214134877132083
2018-10-14,20333.859993364567,0.00018764050636981895
2018-10-15,20475.930614641347,0.00018943162492787436
2018-10-16,20602.169916924926,0.0001910231542324136
2018-10-17,18308.595367175552,0.00016210750718715706
2018-10-18,17426.816483224564,0.00015099070830958274
2018-10-19,16890.94806232082,0.00014423488599578664
2018-10-20,16984.171495618994,0.00014541017628399273
2018-10-21,15858.972715304646,0.0001312245241145971
2018-10-22,14747.491824751227,0.0001172118166871006
2018-10-23,13693.293486408267,0.00010392128419904529
2018-10-24,13534.728703027067,0.00010192221976464121
2018-10-25,13411.354319422675,0.00010036680918026735
2018-10-26,13462.54614569164,0.00010101219687004498
2018-10-27,12641.253169431911,9.065795840639024e-05
2018-10-28,12062.062186370838,8.335595811177625e-05
2018-10-29,12760.573586106306,9.216225965276864e-05
2018-10-30,13074.808656989924,9.612389691452879e-05
2018-10-31,13685.497603236365,0.00010382299962127587
2018-11-01,13829.67168027161,0.00010564063695296074
2018-11-02,14052.255854857673,0.00010844680927942541
2018-11-03,14042.167841919161,0.00010831962726933995
2018-11-04,13384.575985187184,0.00010002920826762296
2018-11-05,12799.509066786595,9.265312864022392e-05
2018-11-06,11982.38608322462,8.235146227937819e-05
2018-11-07,10743.980681929183,6.673858695918813e-05
2018-11-08,9320.46478313132,4.879197898978598e-05
2018-11-09,8587.925485586517,3.955667954120244e-05
2018-11-10,7544.185615439432,2.639799948193302e-05
2018-11-11,6662.1822126560555,1.5278370041335097e-05
2018-11-12,6006.0754572535,7.00667406995199e-06
2018-11-13,5450.309601484174,0.0
2018-11-14,20965.522629936666,0.000195604029444659
2018-11-15,39104.334197582066,0.0004242843978973708
2018-11-16,59654.399631917106,0.0006833640249019037
2018-11-17,80041.89923137288,0.0009403941452516386
2018-11-18,95261.54129469224,0.0011322718403133365
2018-11-19,160558.43801544717,0.0019554855522610176
2018-11-20,263861.6380794607,0.003257853889066524
2018-11-21,341197.3022018992,0.004232843242702007
2018-11-22,436085.63083384046,0.005429123267580787
2018-11-23,522113.0208636174,0.006513691304227979
2018-11-24,655363.3213050055,0.008193609952025404
2018-11-25,756713.8882066662,0.009471360972015277
2018-11-26,872725.6109154422,0.010933948716253063
2018-11-27,966389.6814723703,0.012114794224563259
2018-11-28,1007751.371885855,0.012636251022783393
2018-11-29,1037324.9333479179,0.01300909203865604
2018-11-30,1080975.890144745,0.013559410169829372
2018-12-01,1091712.7436559491,0.013694772269369816
2018-12-02,1096444.2771583775,0.013754423852421246
2018-12-03,1111481.9177531204,0.013944007011110605
2018-12-04,1106163.6750814412,0.01387695864417956
2018-12-05,1099372.7373708407,0.013791343656008585
2018-12-06,1092358.7073919068,0.013702916089850832
2018-12-07,1066745.1831045006,0.01338000021691325
2018-12-08,1023466.3169791288,0.012834373122499899
2018-12-09,958179.976320373,0.0120112924933696
2018-12-10,879557.5979713511,0.011020081223412252
2018-12-11,786365.7450698338,0.00984518907687697
2018-12-12,674679.5348551113,0.00843713411099669
2018-12-13,555414.7285987964,0.006933533958559815
2018-12-14,501371.31080671004,0.00625219556728491
2018-12-15,443544.9571319712,0.005523164791740408
2018-12-16,379721.14739193144,0.004718522642337305
2018-12-17,295708.7737822304,0.0036593584032687337
2018-12-18,191781.16004848143,0.0023491179328601246
2018-12-19,154395.52335523284,0.001877788202024782
2018-12-20,143666.1461003225,0.001742520357449034
2018-12-21,121117.005306414,0.0014582379056570477
2018-12-22,110887.11162093066,0.00132926717080465
2018-12-23,100891.20189901785,0.0012032463281655202
2018-12-24,103967.67519093987,0.0012420321683132042
2018-12-25,101842.1472555112,0.0012152351254299005
2018-12-26,102197.39105718571,0.0012197137696428639
2018-12-27,102347.00715504868,0.0012216000158425204
2018-12-28,94339.80644955437,0.001120651307004649
2018-12-29,84213.21961635497,0.0009929829865334733
2018-12-30,81891.92153385257,0.0009637178222300917
2018-12-31,73106.5994418343,0.000852959149563684
2019-01-01,67062.47769342722,0.0007767594501928503
2019-01-02,67833.64261042481,0.0007864817121337248
2019-01-03,66125.48326328743,0.0007649465356188487
2019-01-04,66951.3516251166,0.0007753584570709358
2019-01-05,66629.8232078714,0.0007713048708340734
2019-01-06,68188.00178291499,0.0007909492036133869
2019-01-07,68820.62026297663,0.000798924777237435
2019-01-08,70902.77633135868,0.0008251750205413001
2019-01-09,71016.00591802015,0.0008266025332259614
2019-01-10,67029.87540801457,0.0007763484253242827
2019-01-11,64273.38570067911,0.0007415966953358659
2019-01-12,56883.76515571277,0.0006484339684038064
2019-01-13,48127.009356932474,0.0005380354378800426
2019-01-14,36854.960959722455,0.00039592600744256675
2019-01-15,26639.078938564424,0.0002671319210187938
2019-01-16,24821.3987643071,0.00024421598904451886
2019-01-17,25009.789093641284,0.00024659107132399483
2019-01-18,25859.272287832613,0.000257300710658281
2019-01-19,23114.783152850472,0.00022270027477737337
2019-01-20,24602.379753318077,0.00024145476359464118
2019-01-21,25038.449632931817,0.00024695240164933455
2019-01-22,24872.09658360804,0.0002448551486694067
2019-01-23,23136.549516075964,0.00022297468856372966
2019-01-24,24037.754074267297,0.00023433639159757454
2019-01-25,24617.85972635077,0.00024164992334496725
2019-01-26,25077.954428593745,0.0002474504481279546
2019-01-27,24973.57131152929,0.00024613446501729037
2019-01-28,27207.558212082313,0.00027429887620993135
2019-01-29,29171.67805255892,0.0002990610083446871
2019-01-30,30932.18680816822,0.00032125616646712303
2019-01-31,32331.31840854091,0.00033889535571024677
2019-02-01,31500.625923829655,0.00032842261537848713
2019-02-02,31445.72618582336,0.00032773048115191907
2019-02-03,31545.937818010632,0.0003289938733475086
2019-02-04,31529.59583194716,0.00032878784599117895
2019-02-05,25782.918531949428,0.00025633810045843416
2019-02-06,21358.52362853986,0.00020055868773788301
2019-02-07,16077.543793396682,0.00013398010236650136
2019-02-08,9118.311731530548,4.624338675420848e-05
2019-02-09,9062.869354822815,4.55444113507684e-05
2019-02-10,9085.82429698822,4.5833809838239254e-05
2019-02-11,9011.112236562056,4.48918968886284e-05
2019-02-12,9226.727352247191,4.76102086101527e-05
2019-02-13,8734.557060956271,4.140529914658874e-05
2019-02-14,8684.476365972632,4.077391975668128e-05
2019-02-15,8525.116119121438,3.8764826722623326e-05
2019-02-16,8238.436645602358,3.51505895170773e-05
2019-02-17,8345.925377962109,3.650572586814825e-05
2019-02-18,11577.0830884497,7.724170975593064e-05
2019-02-19,16192.475648104726,0.0001354290759546316
2019-02-20,21874.619161197224,0.0002070652284847642
2019-02-21,26043.753459046624,0.0002596265092393224
2019-02-22,31149.274741522742,0.0003239930463559191
2019-02-23,39981.334863249285,0.00043534095662560543
2019-02-24,40813.68886719513,0.000445834644130742
2019-02-25,42487.21142037114,0.00046693314623750875
2019-02-26,43494.151372081105,0.00047962788085714194
2019-02-27,43093.48016080277,0.00047457652234438475
2019-02-28,42036.601838373535,0.00046125220265114185
2019-03-01,41283.27553449734,0.0004517548364045674
2019-03-02,39768.047042560436,0.0004326519856729218
2019-03-03,38273.15204480213,0.00041380548420227105
2019-03-04,36671.16340325708,0.0003936088273573961
2019-03-05,34616.22014746733,0.00036770166253951843
2019-03-06,32095.30722074941,0.00033591990579271244
2019-03-07,29343.485765906138,0.0003012270295884019
2019-03-08,24750.394060199935,0.00024332081562940575
2019-03-09,19686.30214537588,0.0001794765885342846
2019-03-10,19360.678264571696,0.00017537136980142523
2019-03-11,18615.041361860785,0.00016597094568830326
2019-03-12,17976.373641438862,0.00015791910783331098
2019-03-13,16687.70321199732,0.00014167252919061437
2019-03-14,15384.141644504643,0.00012523821438209927
2019-03-15,13745.801024351877,0.00010458325938296016
2019-03-16,12298.164337717482,8.63325548287704e-05
2019-03-17,10280.863052815866,6.089995140869338e-05
2019-03-18,8124.146085635362,3.370970088628416e-05
2019-03-19,6764.322802562564,1.656608107172372e-05
2019-03-20,7593.222870444867,2.701622397259122e-05
2019-03-21,7890.150882102676,3.075966696810459e-05
2019-03-22,8013.833554444274,3.2318964222878595e-05
2019-03-23,8327.038133541013,3.626760982635769e-05
2019-03-24,8410.61047736847,3.732122650392486e-05
2019-03-25,6993.74334967212,1.9458441193994183e-05
2019-03-26,6506.1331297825955,1.3311021649455701e-05
2019-03-27,7074.532765525956,2.0476972827978898e-05
2019-03-28,7225.506469290037,2.2380334692381475e-05
2019-03-29,7489.395247153612,2.5707244105786437e-05
2019-03-30,7718.04131584141,2.8589840191963048e-05
2019-03-31,7830.594626971071,3.000882690802853e-05
2019-04-01,8366.488207005934,3.676496640905336e-05
2019-04-02,33761.76924578566,0.000356929394119803
2019-04-03,60742.41569224813,0.000697080905560324
2019-04-04,83955.88035394723,0.0009897386484396965
2019-04-05,111506.34723683058,0.0013370740234352613
2019-04-06,137640.0414661629,0.001666547804179211
2019-04-07,169286.2949553726,0.002065519747907265
2019-04-08,204631.92310969654,0.0025111305994991577
2019-04-09,230141.3284226652,0.0028327338194358257
2019-04-10,258251.95808510948,0.0031871313015791364
2019-04-11,267510.8125344028,0.0033038599107836743
2019-04-12,274733.3894790403,0.0033949166787928787
2019-04-13,279716.4636224615,0.00345773949532058
2019-04-14,286027.47182745964,0.0035373038965629054
2019-04-15,288298.92372257035,0.003565940637970102
2019-04-16,293947.7022615561,0.0036371561502315107
2019-04-17,297228.04094206967,0.003678512170459847
2019-04-18,300680.61082979996,0.003722039551021163
2019-04-19,301597.0534569563,0.0037335933640624593
2019-04-20,297698.9473864851,0.0036844490014817737
2019-04-21,288721.07965222676,0.0035712628595047542
2019-04-22,279622.142229364,0.0034565503627886026
2019-04-23,272603.31910934154,0.003368062368346114
2019-04-24,251908.0636518156,0.0031071522957318936
2019-04-25,221361.85021731004,0.0027220488220568166
2019-04-26,195351.56293044097,0.00239413086237462
2019-04-27,164694.52768006708,0.0020076302313614862
2019-04-28,132987.5020774847,0.0016078921189555185
2019-04-29,98299.37678880715,0.0011705705644332817
2019-04-30,61399.30722958629,0.0007053624954666829
2019-05-01,25456.781204198294,0.00025222640857618626
2019-05-02,23826.591740716853,0.0002316742171734362
2019-05-03,30221.70606165829,0.000312298964487019
2019-05-04,36143.93511321503,0.0003869619332554382
2019-05-05,41690.40421929087,0.00045688760584202716
2019-05-06,44958.274363013996,0.0004980864322224276
2019-05-07,51825.36603232341,0.0005846615117021288
2019-05-08,64138.98165162123,0.0007399022311012347
2019-05-09,83108.18384371347,0.0009790515342606115
2019-05-10,113058.34080044123,0.0013566403802850002
2019-05-11,207761.8712179847,0.0025505906095429206
2019-05-12,268904.77872279694,0.0033214339784332437
2019-05-13,422439.8939062522,0.005257088173838715
2019-05-14,588509.5615373249,0.007350768492478404
2019-05-15,763275.4003118078,0.009554083536292153
2019-05-16,879331.1847645587,0.011017226777554056
2019-05-17,921724.1551219787,0.011551685170541164
2019-05-18,950700.4914730701,0.011916996825522838
2019-05-19,1070011.0349723045,0.01342117359840278
2019-05-20,1145203.5931024647,0.014369144298356364
2019-05-21,1201029.5205733038,0.01507295521869347
2019-05-22,1220569.5471005202,0.01531930104180076
2019-05-23,1258017.4520889476,0.015791415804038592
2019-05-24,1284738.0126161652,0.016128288349620712
2019-05-25,1278779.2278001779,0.01605316451352105
2019-05-26,1328029.850497721,0.016674078982090154
2019-05-27,1366002.7126921036,0.017152812006325582
2019-05-28,1367177.5976210511,0.01716762406374397
2019-05-29,1329929.5973097081,0.016698029547942386
2019-05-30,1251522.9329433343,0.015709537836146186
2019-05-31,1178943.8010463088,0.014794515230486896
2019-06-01,1096761.0419157324,0.013758417382049946
2019-06-02,1041540.4280421352,0.013062237796099356
2019-06-03,944144.07762473,0.011834338536198015
2019-06-04,821012.1375004675,0.010281984495201228
2019-06-05,682544.6631069465,0.00853629167817522
2019-06-06,545945.0332824383,0.00681414722773659
2019-06-07,421659.83186534356,0.005247253743712699
2019-06-08,312787.2275127626,0.003874670584948102
2019-06-09,225255.93953006619,0.0027711425444050465
2019-06-10,201366.0751673659,0.0024699572674990143
2019-06-11,160707.30204962703,0.001957362317012592
2019-06-12,158237.66197617288,0.001926226969482413
2019-06-13,158476.1385645603,0.0019292335012993627
2019-06-14,169913.09291666924,0.0020734219408486366
2019-06-15,184870.74530512287,0.002261996668946062
2019-06-16,183916.8131790806,0.0022499702167582385
2019-06-17,191907.9202293108,0.00235071602900601
2019-06-18,213345.47077231822,0.0026209843946382433
2019-06-19,240274.5159204415,0.0029604853560759245
2019-06-20,280518.99573070294,0.0034678572110002086
2019-06-21,360925.87220883794,0.004481566078892621
2019-06-22,509592.89543790946,0.00635584706593554
2019-06-23,667682.8873546843,0.008348925689934235
2019-06-24,833487.0857298013,0.010439259173692355
2019-06-25,1136997.3140336268,0.0142656857606187
2019-06-26,1708569.799410083,0.021471637819047158
2019-06-27,1861018.9923426972,0.023393601530955006
2019-06-28,2216691.6865147753,0.027877652894988093
2019-06-29,2432309.675870653,0.030596000845571913
2019-06-30,2481386.0434868108,0.03121471843833869
2019-07-01,2498656.2623484293,0.03143244824923647
2019-07-02,2534833.186826617,0.03188853945390584
2019-07-03,2656656.9367650757,0.033424400825987674
2019-07-04,2590432.00378782,0.03258948713731977
2019-07-05,2493618.7433581497,0.03136893903340453
2019-07-06,2390826.6374963736,0.030073014184368092
2019-07-07,2315350.0393676804,0.029121462523706163
2019-07-08,2292176.6254373332,0.02882930971004821
2019-07-09,2217949.517404428,0.027893510672121084
2019-07-10,2096555.929058858,0.026363072450899437
2019-07-11,1863440.6887201085,0.02342413244075589
2019-07-12,1669602.7036813782,0.020980370253058045
2019-07-13,1440899.06594493,0.018097048380012335
2019-07-14,1283127.0145043898,0.016107978108213575
2019-07-15,1122432.2139676502,0.014082060034246457
2019-07-16,1062257.650731024,0.013323424814892945
2019-07-17,1022358.3988152957,0.012820405331226699
2019-07-18,889595.5241486641,0.01114663177762957
2019-07-19,782591.6238764116,0.009797607821518627
2019-07-20,694448.5137138308,0.00868636639131927
2019-07-21,668295.2238114175,0.008356645563202699
2019-07-22,685243.0689278741,0.008570311130610866
2019-07-23,738421.6211435655,0.009240745953152258
2019-07-24,799490.0892564926,0.010010650846690974
2019-07-25,831531.2763670537,0.010414601813752955
2019-07-26,738587.4602664452,0.009242836726937662
2019-07-27,809589.5003197102,0.010137976555681279
2019-07-28,785560.098999165,0.00983503210272263
2019-07-29,790697.9697140844,0.009899806476929477
2019-07-30,832134.6705654116,0.01042220894981521
2019-07-31,844010.3292769253,0.010571928240940751
2019-08-01,845807.8922181362,0.010594590550110238
2019-08-02,785599.5417179003,0.009835529366582477
2019-08-03,774346.5284837247,0.009693659917032395
2019-08-04,774131.4380596667,0.00969094822022465
2019-08-05,811186.5426677777,0.010158110853412344
2019-08-06,812782.2429895035,0.010178228231893923
2019-08-07,777159.7632887289,0.009729127046141331
2019-08-08,707053.5120681018,0.008845280643074447
2019-08-09,678137.0691304307,0.00848072407878864
2019-08-10,677887.6574510024,0.008477579685643843
2019-08-11,655741.5593686304,0.008198378490439844
2019-08-12,655188.8291830925,0.008191410087796022
2019-08-13,655139.7087992695,0.00819079081528033
2019-08-14,660971.6963825152,0.008264316088111718
2019-08-15,621927.0163591285,0.007772070398223595
2019-08-16,595424.7853047939,0.007437950384918286
2019-08-17,600033.9119005883,0.00749605875460065
2019-08-18,602001.0237411559,0.0075208586076015525
2019-08-19,604565.2330391682,0.007553186212134656
2019-08-20,605516.4457125332,0.007565178379527254
2019-08-21,610549.1379754801,0.007628626743644595
2019-08-22,601322.3739227761,0.007512302705802876
2019-08-23,580740.6087689734,0.007252823432796142
2019-08-24,570665.06719621,0.007125798652223969
2019-08-25,559031.8443741726,0.006979135808778303
2019-08-26,514163.74096657796,0.006413472816979826
2019-08-27,478870.14144085225,0.005968517902846325
2019-08-28,461738.949620946,0.005752540839365601
2019-08-29,469356.3074436599,0.005848574705037457
2019-08-30,497703.4284825816,0.0062059536909527795
2019-08-31,532123.9766831737,0.006639901836645849
2019-09-01,558370.6709724045,0.006970800236375249
2019-09-02,559480.0532138345,0.006984786485627522
2019-09-03,554879.3781948268,0.006926784667010337
2019-09-04,502956.6318157597,0.006272182091270415
2019-09-05,472850.5251000462,0.005892627149054334
2019-09-06,402080.0727447382,0.005000407002225953
2019-09-07,323050.4533410408,0.004004061546156964
2019-09-08,249626.04687681978,0.003078382360338102
2019-09-09,215754.7784711379,0.0026513591173827475
2019-09-10,167442.49131872298,0.002042274471147481
2019-09-11,125757.2116342991,0.0015167381050113496
